"period_start","device_type","site","days_monitored","days_present","percent_occurrence"
2023-08-18,"Archival","A2M",8,0,0
2023-08-18,"Archival","A7M",8,0,0
2023-08-18,"Archival","T2M",8,0,0
2023-08-18,"RealTime","RTWB",8,0,0
2023-08-26,"Archival","A2M",8,0,0
2023-08-26,"Archival","A7M",8,0,0
2023-08-26,"Archival","T2M",8,0,0
2023-08-26,"RealTime","RTWB",8,0,0
2023-09-03,"Archival","A2M",8,0,0
2023-09-03,"Archival","A7M",8,0,0
2023-09-03,"Archival","T2M",8,0,0
2023-09-03,"RealTime","RTWB",8,0,0
2023-09-11,"Archival","A2M",8,0,0
2023-09-11,"Archival","A7M",8,0,0
2023-09-11,"Archival","T2M",8,0,0
2023-09-11,"RealTime","RTWB",8,0,0
2023-09-19,"Archival","A2M",8,0,0
2023-09-19,"Archival","A7M",8,0,0
2023-09-19,"Archival","T2M",8,0,0
2023-09-19,"RealTime","RTWB",8,0,0
2023-09-27,"Archival","A2M",8,0,0
2023-09-27,"Archival","A7M",8,0,0
2023-09-27,"Archival","T2M",8,0,0
2023-09-27,"RealTime","RTWB",8,0,0
2023-10-05,"Archival","A2M",8,0,0
2023-10-05,"Archival","A7M",8,0,0
2023-10-05,"Archival","T2M",8,0,0
2023-10-05,"RealTime","RTWB",8,0,0
2023-10-13,"Archival","A2M",8,0,0
2023-10-13,"Archival","A7M",8,0,0
2023-10-13,"Archival","T2M",8,0,0
2023-10-13,"RealTime","RTWB",8,0,0
2023-10-21,"Archival","A2M",8,0,0
2023-10-21,"Archival","A7M",8,0,0
2023-10-21,"Archival","T2M",8,0,0
2023-10-21,"RealTime","RTWB",8,0,0
2023-10-29,"Archival","A2M",8,0,0
2023-10-29,"Archival","A7M",8,0,0
2023-10-29,"Archival","T2M",8,0,0
2023-10-29,"RealTime","RTWB",8,0,0
2023-11-06,"Archival","A2M",8,0,0
2023-11-06,"Archival","A7M",8,0,0
